"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","P","641183",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","P","639062",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","P","638168",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","14","638817","2.19","2.14840101011855"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","P","644705",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","P","646089",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","P","649422",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","P","652822",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","P","657569",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","P","664968",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","P","672585",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","P","684830",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","P","701380",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","P","722908",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","P","738658",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","11","754859","1.46","1.693180156856"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","10","755548","1.32","1.28948880965289"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","P","755393",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","124","12903225","0.96","."
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","268","11335457","2.36","2.38172920677785"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","260","11363719","2.29","2.30629242101962"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","324","11387404","2.85","2.88422159706502"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","363","11407889","3.18","3.23225993754855"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","335","11434788","2.93","2.9772086333107"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","349","11452251","3.05","3.11525064889228"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","419","11463320","3.66","3.75979091290717"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","458","11481213","3.99","4.14429284327421"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","423","11500468","3.68","3.82609769590745"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","410","11515391","3.56","3.75352671819188"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","376","11528896","3.26","3.40190734344721"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","406","11536730","3.52","3.70663786198733"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","473","11543332","4.1","4.2725575829661"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","453","11546969","3.92","4.1618055890522"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","460","11567845","3.98","4.20482025722227"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","439","11593741","3.79","3.99469609217664"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","502","11606027","4.33","4.54128395524477"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","572","11622554","4.92","5.20567850930566"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","642","11658609","5.51","5.88462435999767"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","7932","218546603","3.63","."
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","159","3437148","4.63","4.54725618184867"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","125","3453861","3.62","3.64814050717515"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","141","3467100","4.07","4.0696811561073"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","119","3489080","3.41","3.36154261669409"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","148","3504892","4.22","4.19044800994782"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","133","3525233","3.77","3.80522717975348"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","146","3548597","4.11","4.16416960157853"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","157","3594090","4.37","4.39366930281921"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","156","3634349","4.29","4.28957151736034"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","152","3668976","4.14","4.33940956948131"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","151","3717572","4.06","4.15351559734134"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","134","3751598","3.57","3.59418069511141"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","168","3785232","4.44","4.48806870916"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","191","3815298","5.01","5.14803215833971"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","179","3849840","4.65","4.85764005053394"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","157","3875008","4.05","4.13550766253503"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","222","3904353","5.69","5.90172980476229"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","238","3921207","6.07","6.39952797502744"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","229","3930864","5.83","6.17913090155688"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","3105","69874298","4.44","."
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","65","3393941","1.92","1.90434700034768"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","68","3430828","1.98","1.96957915830852"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","59","3467937","1.7","1.68763848325595"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","71","3513424","2.02","2.05785938855346"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","58","3547376","1.64","1.60832663603053"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","74","3569463","2.07","2.10141773958548"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","70","3613202","1.94","1.93545256789543"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","75","3670883","2.04","2.0825888634692"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","50","3722417","1.34","1.32268756804882"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","55","3768748","1.46","1.45376086224165"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","62","3808600","1.63","1.52717647370815"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","73","3831072","1.91","1.89597848333896"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","68","3865845","1.76","1.77216642389716"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","65","3893920","1.67","1.65550915728402"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","61","3919664","1.56","1.57185475868463"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","69","3960673","1.74","1.74644316672451"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","105","4016537","2.61","2.63359428676507"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","89","4085989","2.18","2.21894216951812"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","84","4142776","2.03","2.13423120173758"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","1321","71223295","1.85","."
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","435","12263805","3.55","3.72327038975526"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","451","12285041","3.67","3.84549448202437"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","452","12298970","3.68","3.85426531193297"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","465","12331031","3.77","3.97632214497265"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","475","12374658","3.84","4.04128672754694"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","512","12410722","4.13","4.32592290541796"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","542","12449990","4.35","4.57477024125853"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","604","12510809","4.83","5.04974568148711"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","570","12563937","4.54","4.76811864622324"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","537","12612285","4.26","4.50869051843107"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","498","12666858","3.93","4.15543397608567"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","508","12702857","4","4.19439702769367"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","524","12742811","4.11","4.30667576682573"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","565","12768034","4.43","4.66537323593859"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","503","12778450","3.94","4.21733082998936"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","477","12790341","3.73","4.00961602977583"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","532","12791124","4.16","4.42552822585593"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","553","12787085","4.32","4.60412980939167"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","623","12805537","4.87","5.18825737728654"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","9826","238934345","4.11","."
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","21","1040402","2.02","2.01980010850179"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","27","1050725","2.57","2.57182260846755"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","20","1057142","1.89","1.92265320822535"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","25","1065995","2.35","2.36204070471564"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","21","1071342","1.96","1.9020087254331"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","19","1074579","1.77","1.69995712617919"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","19","1067916","1.78","1.83741118216364"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","19","1063096","1.79","1.73127074967448"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","13","1057315","1.23","1.23031927522733"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","20","1055003","1.9","1.89580149862765"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","14","1053646","1.33","1.30666917235445"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","17","1052945","1.61","1.60280171237207"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","12","1052154","1.14","1.13009655024936"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","16","1052761","1.52","1.5864805688275"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","19","1052784","1.8","1.76987910849445"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","13","1054782","1.23","1.18087631610927"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","10","1055916","0.95","0.98684920174799"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","14","1057566","1.32","1.19568309951086"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","10","1059639","0.94","0.97670101668704"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","329","20095708","1.64","."
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","229","3974684","5.76","5.63334832897879"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","177","4023396","4.4","4.32767491345936"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","232","4064995","5.71","5.6344156021246"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","227","4107795","5.53","5.47406763751029"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","239","4150297","5.76","5.7100205886889"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","226","4210921","5.37","5.38063618241907"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","239","4270150","5.6","5.62306172667953"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","279","4357847","6.4","6.36939857540042"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","260","4444110","5.85","5.80513160387569"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","253","4528996","5.59","5.61445999683506"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","237","4589872","5.16","5.28844085157921"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","235","4625381","5.08","5.20657642595168"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","260","4672744","5.56","5.65132760329795"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","279","4719009","5.91","6.03517107422591"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","254","4765862","5.33","5.54403624835751"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","272","4824758","5.64","5.68933873995662"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","366","4892423","7.48","7.66939594923347"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","339","4959822","6.83","7.16648131953744"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","342","5024369","6.81","7.19118730826241"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","4945","85207431","5.8","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","10","750417","1.33","1.44725968390182"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","P","755657",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","P","757972",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","P","760020",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","P","763729",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","P","770396",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","P","775493",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","P","783033",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","P","791623",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","10","799124","1.25","1.31115802581039"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","10","807067","1.24","1.27897285736709"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","P","814197",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","10","823338","1.21","1.21910650658264"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","P","832576",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","P","842513",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","11","849455","1.29","1.333664687423"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","17","854036","1.99","2.28451441539173"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","19","861542","2.21","2.50645936924531"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","15","869666","1.72","1.95066672539456"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","167","15261854","1.09","."
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","291","5638708","5.16","5.05331395922127"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","348","5703094","6.1","6.00558125082294"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","310","5750789","5.39","5.2773297798538"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","326","5795918","5.62","5.53922846699987"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","302","5847812","5.16","5.1267243392879"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","288","5910809","4.87","4.85620983180265"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","374","5991057","6.24","6.243823378136"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","335","6088766","5.5","5.53359031900523"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","345","6175727","5.59","5.64458657355126"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","340","6247411","5.44","5.53705699320295"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","348","6306019","5.52","5.57405892479312"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","299","6346295","4.71","4.75179392898257"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","316","6396281","4.94","5.06870484399906"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","330","6450632","5.12","5.21127511248939"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","316","6490795","4.87","4.98994283627558"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","318","6540007","4.86","5.0055242788005"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","372","6590726","5.64","5.85998074504573"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","442","6649404","6.65","6.86221077221544"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","484","6715984","7.21","7.66443758072565"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","6484","117636234","5.51","."
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","804","20558220","3.91","3.75301905565219"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","827","20946049","3.95","3.78310658314522"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","902","21319622","4.23","4.04016495568895"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","917","21690325","4.23","4.05500879049227"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","1011","22030931","4.59","4.41593407521634"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","942","22394023","4.21","4.08397307839503"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","1034","22778123","4.54","4.3958213404219"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","1053","23359580","4.51","4.36685832797958"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","1053","23831983","4.42","4.32515417840714"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","1030","24309039","4.24","4.13480980193652"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","1029","24801761","4.15","4.08235815816899"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","934","25146100","3.71","3.65577336371637"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","837","25644424","3.26","3.21847805509567"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","922","26078327","3.54","3.50441123104683"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","940","26479279","3.55","3.53306447138839"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","989","26954436","3.67","3.66731929013534"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","1134","27454880","4.13","4.12948136946752"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","1257","27904862","4.5","4.50396623886993"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","1291","28304596","4.56","4.53423142430662"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","18906","461986560","4.09","."
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","36","2203483","1.63","1.62817620443355"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","17","2244210","0.76","0.74698573315588"
